id,name,year,month,day,type,enabled,plural,link,uuid,creation_ts,editing_ts
169,Copernicus' heliocentric theory,1543,,,science,1,0,https://en.wikipedia.org/wiki/De_revolutionibus_orbium_coelestium,6c530a0e-fc23-11e6-a143-1866daec3694,2017-02-26 07:59:35,2017-02-26 07:59:35
170,the first photo,1826,,,science,1,0,https://en.wikipedia.org/wiki/View_from_the_Window_at_Le_Gras,c6db1d56-fc24-11e6-a143-1866daec3694,2017-02-26 08:09:16,2017-02-26 08:09:16
171,the invention of the first computer by Charles Babbage,1837,,,computer,1,0,https://en.wikipedia.org/wiki/Analytical_Engine,b3bc0664-fc25-11e6-a143-1866daec3694,2017-02-26 08:15:54,2017-02-26 08:15:54
172,the first computer program by Ada Lovelace,1842,,,computer,1,0,https://en.wikipedia.org/wiki/Ada_Lovelace,8945789a-fc26-11e6-a143-1866daec3694,2017-02-26 08:21:52,2017-02-26 08:21:52
173,the construction of Eiffel Tower,1889,3,15,building,1,0,https://en.wikipedia.org/wiki/Eiffel_Tower,8d3ea083-fc2b-11e6-a143-1866daec3694,2017-02-26 08:57:46,2017-02-26 09:03:27
174,the Haymarket massacre,1886,5,4,history,1,0,https://en.wikipedia.org/wiki/Haymarket_affair,f1c7b1dc-fc45-11e6-a143-1866daec3694,2017-02-26 12:06:42,2017-02-26 12:06:42
175,"""Don Quixote"" by Miguel de Cervantes",1605,,,book,1,0,https://en.wikipedia.org/wiki/Don_Quixote,24df853b-fc49-11e6-a143-1866daec3694,2017-02-26 12:29:36,2017-02-26 12:29:36
176,"""The Night Watch"" by Rembrandt",1642,,,art,1,0,https://en.wikipedia.org/wiki/The_Night_Watch,c73e25ac-fc4a-11e6-a143-1866daec3694,2017-02-26 12:41:18,2017-02-26 12:41:18
177,"""The Calling of Saint Matthew"" by Caravaggio",1600,,,art,1,0,https://en.wikipedia.org/wiki/The_Calling_of_St_Matthew_(Caravaggio),460d271e-fc4b-11e6-a143-1866daec3694,2017-02-26 12:44:50,2017-02-26 12:44:50
178,"""The Garden of Earthly Delights"" by Hieronymus Bosch",1510,,,art,1,0,https://en.wikipedia.org/wiki/The_Garden_of_Earthly_Delights,398b9ac9-fc4e-11e6-a143-1866daec3694,2017-02-26 13:05:58,2017-02-26 13:05:58
179,the Pantheon in Rome,125,,,building,1,0,"https://en.wikipedia.org/wiki/Pantheon,_Rome",94e3869f-fc4f-11e6-a143-1866daec3694,2017-02-26 13:15:41,2017-02-26 13:15:41
180,"the ""David"" by Michaelangelo",1504,,,art,1,0,https://en.wikipedia.org/wiki/David_(Michelangelo),ccc4d55d-fc4f-11e6-a143-1866daec3694,2017-02-26 13:17:14,2017-02-26 13:17:14
181,the Taj Mahal,1653,,,building,1,0,https://en.wikipedia.org/wiki/Taj_Mahal,12b92171-fc51-11e6-a143-1866daec3694,2017-02-26 13:26:21,2017-02-26 13:26:21
182,"""Dance"" by Henri Matisse",1910,,,art,1,0,https://en.wikipedia.org/wiki/Dance_(Matisse),5d9c2696-fc51-11e6-a143-1866daec3694,2017-02-26 13:28:27,2017-02-26 13:28:27
183,the Parthenon,-438,,,building,1,0,https://en.wikipedia.org/wiki/Parthenon,83c5d069-fc51-11e6-a143-1866daec3694,2017-02-26 13:29:31,2017-02-26 13:29:31
184,"""Figure with Meat"" by Francis Bacon",1954,,,art,1,0,https://en.wikipedia.org/wiki/Figure_with_Meat,2ad73628-fc52-11e6-a143-1866daec3694,2017-02-26 13:34:11,2017-02-26 13:34:11
185,"""Nu couché"" by Amedeo Modigliani",1917,,,art,1,0,https://en.wikipedia.org/wiki/Nu_couch%C3%A9,53c5d238-fc52-11e6-a143-1866daec3694,2017-02-26 13:35:20,2017-02-26 13:35:20
186,"""Crack is Wack"" by Keith Haring",1986,,,art,1,0,https://en.wikipedia.org/wiki/Keith_Haring,d50fe62c-fc52-11e6-a143-1866daec3694,2017-02-26 13:38:57,2017-02-26 13:38:57
187,"""The Four Seasons"" by Antonio Vivaldi",1725,,,music,1,0,https://en.wikipedia.org/wiki/The_Four_Seasons_(Vivaldi),e2da4b58-fc53-11e6-a143-1866daec3694,2017-02-26 13:46:29,2017-02-26 13:46:29
188,"""The Great Wave off Kanagawa"" by Hokusai",1830,,,art,1,0,https://en.wikipedia.org/wiki/The_Great_Wave_off_Kanagawa,48b960c5-fc54-11e6-a143-1866daec3694,2017-02-26 13:49:20,2017-02-26 13:49:20
189,"""L'Origine du monde"" by Gustave Courbet",1866,,,art,1,0,https://en.wikipedia.org/wiki/L%27Origine_du_monde,6e6e3cc6-fc54-11e6-a143-1866daec3694,2017-02-26 13:50:24,2017-02-26 13:50:24
190,"""Ulysses"" by James Joyce",1922,2,2,book,1,0,https://en.wikipedia.org/wiki/Ulysses_(novel),f4cb0180-fc54-11e6-a143-1866daec3694,2017-02-26 13:54:09,2017-02-26 13:54:09
191,"""War and Peace"" by Leo Tolstoy",1869,,,book,1,0,https://en.wikipedia.org/wiki/War_and_Peace,6fd5bd81-fc55-11e6-a143-1866daec3694,2017-02-26 13:57:36,2017-02-26 13:57:36
192,"""Doctor Zhivago"" by Boris Pasternak",1957,,,book,1,0,https://en.wikipedia.org/wiki/Doctor_Zhivago_(novel),946f3cb3-fc55-11e6-a143-1866daec3694,2017-02-26 13:58:37,2017-02-26 13:58:37
193,"""The Lord of the Rings"" by J. R. R. Tolkien",1954,,,book,1,0,https://en.wikipedia.org/wiki/The_Lord_of_the_Rings,23e6b6eb-fc58-11e6-a143-1866daec3694,2017-02-26 14:16:57,2017-02-26 14:16:57
194,"""Blade Runner"" by Ridley Scott",1982,,,film,1,0,https://en.wikipedia.org/wiki/Blade_Runner,69f3c40a-fc58-11e6-a143-1866daec3694,2017-02-26 14:18:54,2017-02-26 14:18:54
195,"""No Logo"" by Naomi Klein",1999,,,book,1,0,https://en.wikipedia.org/wiki/No_Logo,7e3b2be9-fc58-11e6-a143-1866daec3694,2017-02-26 14:19:28,2017-02-26 14:19:28
196,"""Guns, Germs and Steel"" by Jared Diamond",1997,,,book,1,0,"https://en.wikipedia.org/wiki/Guns,_Germs,_and_Steel",cb807d31-fc58-11e6-a143-1866daec3694,2017-02-26 14:21:38,2017-02-26 14:21:38
197,"""The Interpretation of Dreams"" by Sigmund Freud",1899,,,book,1,0,https://en.wikipedia.org/wiki/The_Interpretation_of_Dreams,ed9fcf7d-fc58-11e6-a143-1866daec3694,2017-02-26 14:22:35,2017-02-26 14:22:35
198,"""Being and Time"" by Martin Heidegger",1927,,,book,1,0,https://en.wikipedia.org/wiki/Being_and_Time,12c461f7-fc59-11e6-a143-1866daec3694,2017-02-26 14:23:37,2017-02-26 14:23:37
199,"""Eichmann in Jerusalem"" by Hannah Arendt",1963,,,book,1,0,https://en.wikipedia.org/wiki/Eichmann_in_Jerusalem,35f1f09e-fc59-11e6-a143-1866daec3694,2017-02-26 14:24:36,2017-02-26 14:24:36
200,"""The Wealth of Nations"" by Adam Smith",1776,,,book,1,0,https://en.wikipedia.org/wiki/The_Wealth_of_Nations,58f80183-fc59-11e6-a143-1866daec3694,2017-02-26 14:25:35,2017-02-26 14:25:35
201,"""An Essay on the Principle of Population"" by Thomas Malthus",1798,,,book,1,0,https://en.wikipedia.org/wiki/An_Essay_on_the_Principle_of_Population,7d12b234-fc59-11e6-a143-1866daec3694,2017-02-26 14:26:36,2017-02-26 14:26:36
202,"""American Pastoral"" by Philip Roth",1997,,,book,1,0,https://en.wikipedia.org/wiki/American_Pastoral,9ebd471b-fc59-11e6-a143-1866daec3694,2017-02-26 14:27:32,2017-02-26 14:27:32
203,"""Brave New World"" by Aldous Huxley",1932,,,book,1,0,https://en.wikipedia.org/wiki/Brave_New_World,c28262fb-fc59-11e6-a143-1866daec3694,2017-02-26 14:28:32,2017-02-26 14:28:32
204,"""Harry Potter and the Philosopher's Stone"" by J. K. Rowling",1997,,,book,1,0,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Philosopher%27s_Stone,d64a5378-fc59-11e6-a143-1866daec3694,2017-02-26 14:29:05,2017-02-26 14:29:05
205,"""Infinite Jest"" by David Foster Wallace",1996,,,book,1,0,https://en.wikipedia.org/wiki/Infinite_Jest,fa044292-fc59-11e6-a143-1866daec3694,2017-02-26 14:30:05,2017-02-26 14:30:05
206,"""Journey to the End of the Night"" by Louis-Ferdinand Céline",1932,,,book,1,0,https://en.wikipedia.org/wiki/Journey_to_the_End_of_the_Night,1909ae53-fc5a-11e6-a143-1866daec3694,2017-02-26 14:30:57,2017-02-26 14:30:57
207,"""The Neverending Story"" by Michael Ende",1979,,,book,1,0,https://en.wikipedia.org/wiki/The_Neverending_Story,43e01695-fc5a-11e6-a143-1866daec3694,2017-02-26 14:32:09,2017-02-26 14:32:09
208,"""Memoirs of Hadrian"" by Marguerite Yourcenar",1951,,,book,1,0,https://en.wikipedia.org/wiki/Memoirs_of_Hadrian,648fbaf4-fc5a-11e6-a143-1866daec3694,2017-02-26 14:33:04,2017-02-26 14:33:04
209,"""The Second Sex"" by Simone de Beauvoir",1949,,,book,1,0,https://en.wikipedia.org/wiki/The_Second_Sex,7fa15bac-fc5a-11e6-a143-1866daec3694,2017-02-26 14:33:49,2017-02-26 16:29:06
210,"""To Kill a Mockingbird"" by Harper Lee",1960,,,book,1,0,https://en.wikipedia.org/wiki/To_Kill_a_Mockingbird,825e26a8-9562-4c93-a6cd-b927ba7be3ca,2017-02-26 14:51:40,2017-02-26 16:29:42
211,"""On the Road"" by Jack Kerouac",1957,,,book,1,0,https://en.wikipedia.org/wiki/On_the_Road,d1978026-6f38-4a07-9fe3-488ad1512cd6,2017-02-26 14:52:07,2017-02-26 16:30:13
212,"""The Rocky Horror Picture Show""",1975,,,film,1,0,https://en.wikipedia.org/wiki/The_Rocky_Horror_Picture_Show,496d6a36-3cdc-4dc4-a8c9-215d9f9e47f6,2017-02-26 14:52:32,2017-02-26 16:31:08
213,"""The History of the Decline and Fall of the Roman Empire"" by E. Gibbon",1776,,,book,1,0,https://en.wikipedia.org/wiki/The_History_of_the_Decline_and_Fall_of_the_Roman_Empire,c7eb4586-00f8-4211-b7b8-1ccac4085b8d,2017-02-26 14:53:07,2017-02-26 16:36:08
214,"""I, Robot"" by Isaac Asimov",1950,,,book,1,0,"https://en.wikipedia.org/wiki/I,_Robot",2d026a80-5236-43ed-994d-05132a64863d,2017-02-26 14:53:47,2017-02-26 16:31:55
215,"""The Great Gatsby"" by F. Scott Fitzgerald",1925,,,book,1,0,https://en.wikipedia.org/wiki/The_Great_Gatsby,0ef8fc36-4f02-415a-964b-c7f60cb8f2ee,2017-02-26 14:54:17,2017-02-26 16:32:44
216,"4'33"" by John Cage",1952,,,music,1,0,https://en.wikipedia.org/wiki/4%E2%80%B233%E2%80%B3,a62c2e5b-57f6-4ea1-9383-c76735208585,2017-02-26 14:54:59,2017-02-26 17:55:18
217,the first appearance of Batman,1939,,,pop culture,1,0,https://en.wikipedia.org/wiki/Batman,7484b9c9-3142-4cee-8f21-0b90221bac00,2017-02-26 15:13:13,2017-02-26 16:38:14
218,"""Akira"" by Katsuhiro Otomo",1988,,,film,1,0,https://en.wikipedia.org/wiki/Akira_(1988_film),8e27275d-d1e0-4f4d-9b39-d7b581a3b966,2017-02-26 15:13:40,2017-02-26 16:38:49
219,the first appearance of Astro Boy,1951,,,pop culture,1,0,https://en.wikipedia.org/wiki/Astro_Boy_(character),0e2a3cbe-e0aa-4563-bc3c-7c1fce965595,2017-02-26 15:13:54,2017-02-26 16:40:10
220,the first appearance of The Yellow Kid,1895,2,18,pop culture,1,0,https://en.wikipedia.org/wiki/The_Yellow_Kid,1aa99dd7-3189-4110-b193-c87a59d6f388,2017-02-26 15:14:10,2017-02-26 16:41:57
221,"the launch of ""Krazy Kat""",1913,10,28,pop culture,1,0,https://en.wikipedia.org/wiki/Krazy_Kat,c352a116-2a9e-497e-862c-9e8697313746,2017-02-26 15:14:32,2017-02-26 16:43:43
222,"Orson Welles' radio broadcast of ""The War of the Worlds""",1938,10,30,pop culture,1,0,https://en.wikipedia.org/wiki/The_War_of_the_Worlds_(radio_drama),22464208-9958-4612-b164-e6aa5b43d37c,2017-02-26 15:14:52,2017-02-26 16:47:03
223,"""For Whom the Bell Tolls"" by Ernest Hemingway",1940,,,book,1,0,https://en.wikipedia.org/wiki/For_Whom_the_Bell_Tolls,510c1cb9-b467-4386-bcda-53365d0c2575,2017-02-26 15:15:37,2017-02-26 16:49:08
224,"""Burning Chrome"" by William Gibson",1982,,,book,1,0,https://en.wikipedia.org/wiki/Burning_Chrome,d117bdd1-7775-42cc-bed8-fd247c661e9e,2017-02-26 15:16:19,2017-02-26 16:50:26
225,"""Ubik"" by Philip K. Dick",1969,,,book,1,0,https://en.wikipedia.org/wiki/Ubik,51be2691-f9a3-41e6-b391-f61ff5ff5898,2017-02-26 15:16:30,2017-02-26 16:51:04
226,"""I Am Legend"" by Richard Matheson",1954,,,book,1,0,https://en.wikipedia.org/wiki/I_Am_Legend_(novel),c02e6563-0ead-4ed5-adac-32c382eafd3d,2017-02-26 15:16:51,2017-02-26 16:51:52
227,"""Night of the Living Dead"" by George A. Romero",1968,,,film,1,0,https://en.wikipedia.org/wiki/Night_of_the_Living_Dead,a0774628-514c-41ba-b154-dd5ea7bf695c,2017-02-26 15:17:08,2017-02-26 16:52:45
228,"""Slaughterhouse-Five"" by Kurt Vonnegut",1969,,,book,1,0,https://en.wikipedia.org/wiki/Slaughterhouse-Five,e6c468af-17dc-4694-b397-d99ac77b5fb6,2017-02-26 15:18:33,2017-02-26 16:55:49
229,"""American Psycho"" by Brett Easton Ellis",1991,,,book,1,0,https://en.wikipedia.org/wiki/American_Psycho,31bf9810-c20b-49d5-9a44-3df76faaafb1,2017-02-26 15:18:46,2017-02-26 16:55:05
230,"""The New York Trilogy"" by Paul Auster",1987,,,book,1,0,https://en.wikipedia.org/wiki/The_New_York_Trilogy,fa087004-6bdc-4902-8a6c-a25b20c61d74,2017-02-26 15:19:10,2017-02-26 16:56:27
231,"""What We Talk About When We Talk About Love"" by Raymond Carver",1982,,,book,1,0,https://en.wikipedia.org/wiki/What_We_Talk_About_When_We_Talk_About_Love,b70d6ebb-d83b-43ae-895a-f405aedbc5f6,2017-02-26 15:20:18,2017-02-26 16:57:24
232,"""Breakfast at Tiffany's"" by Truman Capote",1958,,,book,1,0,https://en.wikipedia.org/wiki/Breakfast_at_Tiffany%27s_(novella),d1abe35f-f4b2-46d9-8cdc-24da7e9718f3,2017-02-26 15:20:44,2017-02-26 16:58:16
233,"""La Dolce Vita"" by Federico Fellini",1960,,,film,1,0,https://en.wikipedia.org/wiki/La_Dolce_Vita,8f63f47e-fe9c-453c-9897-f790fe3e0930,2017-02-26 15:21:36,2017-02-26 17:01:54
234,"""Last Tango in Paris"" by Bernardo Bertolucci",1972,,,film,1,0,https://en.wikipedia.org/wiki/Last_Tango_in_Paris,632ee3ec-bdbe-4ae8-9f5c-18765c53942a,2017-02-26 15:22:36,2017-02-26 17:03:05
235,"the first episode of ""Doctor Who""",1963,11,23,pop culture,1,0,https://en.wikipedia.org/wiki/Doctor_Who,3fdc8698-8408-4e51-be2e-2149a17be907,2017-02-26 15:24:26,2017-02-26 17:03:58
236,"the first episode of ""Star Trek""",1966,9,8,pop culture,1,0,https://en.wikipedia.org/wiki/Star_Trek,7b402ef5-2806-47f1-a100-bd73d17cc185,2017-02-26 15:24:38,2017-02-26 17:05:26
237,the first jar of Nutella,1964,4,20,pop culture,1,0,https://en.wikipedia.org/wiki/Nutella,7e1a1023-7fa2-4019-8d8d-f482b92b62bc,2017-02-26 15:25:55,2017-02-26 17:06:42
238,the launch of Coca-Cola,1886,5,8,pop culture,1,0,https://en.wikipedia.org/wiki/Coca-Cola,dae60d5c-9b1d-44b5-b567-b6abc5defa85,2017-02-26 15:26:07,2017-02-26 17:10:06
239,the foundation of the Monte de Paschi di Siena bank,1472,,,history,1,0,https://en.wikipedia.org/wiki/Banca_Monte_dei_Paschi_di_Siena,cec4aa79-25d2-4855-a4be-550c6cb89526,2017-02-26 15:26:31,2017-02-26 17:12:27
240,"""Candide, ou l'Optimisme"" by Voltaire",1759,,,book,1,0,https://en.wikipedia.org/wiki/Candide,a1f95203-0607-477e-a2e7-f14c2ea09dd8,2017-02-26 15:26:56,2017-02-26 17:13:03
241,the first appearance of Spider-Man,1962,,,pop culture,1,0,https://en.wikipedia.org/wiki/Spider-Man,1dc05737-9c11-4860-8787-c2eaf4b138a7,2017-02-26 15:28:17,2017-02-26 17:13:47
242,the launch of the Ford Model T,1908,,,history,1,0,https://en.wikipedia.org/wiki/Ford_Model_T,60cea0fd-4709-4a8a-9f3c-84cb162d1390,2017-02-26 15:42:26,2017-02-26 17:16:49
243,the first appearance of Mickey Mouse,1928,11,18,pop culture,1,0,https://en.wikipedia.org/wiki/Steamboat_Willie,a04a2369-3d86-4bbc-91db-473307b23c87,2017-02-26 15:44:19,2017-02-26 17:18:14
244,"""Silent Spring"" by Rachel Carson",1962,,,book,1,0,https://en.wikipedia.org/wiki/Silent_Spring,93a819db-fc6a-11e6-a143-1866daec3694,2017-02-26 16:28:55,2017-02-26 16:28:55
245,"""The War of the Worlds"" by H. G. Wells",1898,,,book,1,0,https://en.wikipedia.org/wiki/The_War_of_the_Worlds,43573fe3-fc6d-11e6-a143-1866daec3694,2017-02-26 16:48:09,2017-02-26 16:48:09
246,the first appearance of Superman,1938,,,pop culture,1,0,https://en.wikipedia.org/wiki/Superman,a2ecce44-fc71-11e6-a143-1866daec3694,2017-02-26 17:19:27,2017-02-26 17:19:27
247,the first appearance of Wolverine,1974,,,pop culture,1,0,https://en.wikipedia.org/wiki/Wolverine_(character),2899f77a-fc72-11e6-a143-1866daec3694,2017-02-26 17:23:11,2017-02-26 17:23:11
